288.28,0,0,40,1,5545
289.36,0,0,75,1,4516
289.58,0,0,90,1,4767
290.13,0,0,90,1,5026
291.14,0,0,75,1,4918
291.72,0,0,1,0,5181
293.17,0,0,1,0,5584
293.86,0,0,1,0,6015
294.14,0,0,20,1,5791
293.1,0,0,20,1,4770
290.97,0,0,20,1,3539
289.38,0,0,1,0,2784
288.61,0,0,1,0,2361
287.16,0,0,1,0,1529
285.45,0,0,1,0,963
284.63,0,0,1,0,506
283.47,0,0,1,0,321
281.18,0,0,1,0,273
281.09,0,0,1,0,367
279.53,0,0,1,0,814
278.62,0,0,1,0,2718
278.23,0,0,1,0,5673
278.12,0,0,1,0,6511
282.48,0,0,1,0,5471
291.97,0,0,1,0,5097
293.23,0,0,1,0,4887
294.31,0,0,1,0,5337
295.17,0,0,1,0,5692
295.13,0,0,1,0,6137
293.66,0,0,20,1,4623
290.65,0,0,20,1,3591
288.19,0,0,20,1,2898
287.1,0,0,1,0,2637
286.25,0,0,1,0,1777
285.26,0,0,1,0,1015
284.55,0,0,1,0,598
283.47,0,0,1,0,369
283.17,0,0,1,0,312
282.04,0,0,1,0,367
281.69,0,0,1,0,835
281.32,0,0,1,0,2726
280.74,0,0,1,0,5689
280.57,0,0,1,0,6990
281.86,0,0,1,0,5985
284.98,0,0,1,0,5309
289.18,0,0,1,0,4603
291.55,0,0,1,0,4884
294.97,0,0,1,0,5104
296.38,0,0,1,0,5178
297.32,0,0,1,0,5501
298.17,0,0,1,0,5713
298.06,0,0,20,1,6292
297.67,0,0,20,1,6057
296.36,0,0,40,1,4907
293.85,0,0,40,1,3503
292.43,0,0,40,1,3037
291.77,0,0,75,1,2822
291.36,0,0,75,1,1992
291.12,0,0,75,1,1166
290.63,0,0,75,1,627
290.46,0,0,40,1,388
289.26,0,0,0,0,368
283.21,0,0,75,1,2489
282.24,0,0,90,1,5537
281.69,0,0,90,1,6628
280.57,0,0,90,1,5534
280.02,0,0,75,1,5403
280.11,0,0,75,1,4770
280,0,0,90,1,5217
280.53,0,0,90,1,5870
281.43,0,0,75,1,5967
281.78,0,0,90,1,6108
281.91,0,0,90,1,6128
281.73,0,0,90,1,6069
281.42,0,0,90,1,6169
280.87,0,0,90,1,5384
280.15,0,0,90,1,4063
279.78,0,0,90,1,3364
279.65,0,0,75,1,2971
279.22,0,0,40,1,2450
279.06,0,0,40,1,1832
278.81,0,0,90,1,1231
278.55,0,0,90,1,718
278.59,0,0,90,1,545
276.99,0,0,75,1,411
276.35,0,0,20,1,688
275.4,0,0,1,0,1352
275.17,0,0,1,0,2072
274.99,0,0,1,0,3342
275.09,0,0,40,1,4258
276.88,0,0,20,1,4861
278.04,0,0,20,1,5191
279.08,0,0,40,1,5669
280.12,0,0,75,1,5074
280.25,0,0,75,1,5025
280,0,0,75,1,5153
279.06,0,0,90,1,5024
278.91,0,0,90,1,4779
278.39,0,0,90,1,4362
278.16,0,0,90,1,3860
278.16,0,0,90,1,3160
277.93,0,0,90,1,2992
276.9,0,0,90,1,3202
276.34,0,0,75,1,1941
276.11,0,0,75,1,1233
275.73,0,0,90,1,323
275.65,0,0,90,1,312
275.51,0,0,75,1,627
275.05,0,0,90,1,1508
274.77,0,0,90,1,1539
274.77,0,0,75,1,2232
275.55,0,0,75,1,4568
276.24,0,0,75,1,4624
277.01,0,0,90,1,4529
277.43,0,0,90,1,5139
278.45,0,0,90,1,6640
279.27,0,0,90,1,6589
279.27,0,0,90,1,4429
279.44,0,0,90,1,4329
279.32,0,0,90,1,3833
279.27,0,0,90,1,4015
278.11,0,0,90,1,3382
276.79,0,0,75,1,2815
275.73,0,0,90,1,2110
274.88,0,0,75,1,1555
273.92,0,0,20,1,959
273.08,0,0,20,1,455
272.62,0,0,20,1,336
271.78,0,0,1,0,265
271.05,0,0,1,0,314
270.63,0,0,1,0,779
270.33,0,0,1,0,2571
269.61,0,0,20,1,5563
270.01,0,0,20,1,6676
271.23,0,0,20,1,5966
273.71,0,0,20,1,4832
276.77,0,0,20,1,4395
279.47,0,0,20,1,4411
279.84,0,0,1,0,4648
282.34,0,0,40,1,4602
282.94,0,0,40,1,5125
283.48,0,0,1,0,5502
284.33,0,0,1,0,5979
284.48,0,0,40,1,5663
284.23,0,0,40,1,4259
281.99,0,0,20,1,3069
279.81,0,0,1,0,2378
279.35,0,0,1,0,2030
278.9,0,0,1,0,1400
278.46,0,0,1,0,917
277.78,0,0,1,0,515
277.27,0,0,1,0,302
277.47,0,0,1,0,251
276.97,0,0,20,1,798
276.52,0,0,40,1,2678
276.6,0,0,40,1,5733
277.31,0,0,75,1,6449
278.38,0,0,90,1,5765
279.35,0,0,90,1,5599
281.37,0,0,90,1,4534
